id,user_id,provider_name,type,amount,status,created_at,resolved_at
622ZLV7Q,6034280125,ColdBet,deposit,6066,rejected,2025-08-31T17:25:36.973Z,2025-08-31T17:25:46.235Z
5ZH4EFG4,6034280125,ColdBet,withdraw,,rejected,2025-08-31T17:25:07.383Z,2025-08-31T17:25:43.814Z
3QZPFXB4,6034280125,ColdBet,withdraw,,approved,2025-08-31T17:24:22.577Z,2025-08-31T17:24:37.409Z
HL3NFNH4,6034280125,ColdBet,deposit,900000,approved,2025-08-31T17:23:57.285Z,2025-08-31T17:24:30.884Z
FQ426G3N,6034280125,ColdBet,withdraw,,rejected,2025-08-31T17:20:22.965Z,2025-08-31T17:20:30.437Z
LUDVVTCA,6034280125,ColdBet,deposit,90000,approved,2025-08-31T17:19:38.217Z,2025-08-31T17:19:44.305Z
NZ4P5V8S,6034280125,ColdBet,deposit,1000000,approved,2025-08-31T17:10:13.601Z,2025-08-31T17:10:28.658Z
